pdb_id,asym_id,chain_id,length,model_id,filename,is_membrane_env,Deposited Model Count
2L2M,A,A,70,0,2L2M.cif.gz,False,10
1FTZ,A,A,70,0,1FTZ.cif.gz,False,20
1FGP,A,A,70,0,1FGP.cif.gz,False,15
2LQK,A,A,70,0,2LQK.cif.gz,False,20
2DDI,A,A,70,0,2DDI.cif.gz,False,20
2DIM,A,A,70,0,2DIM.cif.gz,False,20
2CT3,A,A,70,0,2CT3.cif.gz,False,20
2DJN,A,A,70,0,2DJN.cif.gz,False,20
2CT4,A,A,70,0,2CT4.cif.gz,False,20
2CRA,A,A,70,0,2CRA.cif.gz,False,20
2CRG,A,A,70,0,2CRG.cif.gz,False,20
2RU1,A,A,70,0,2RU1.cif.gz,False,20
2M7O,A,A,70,0,2M7O.cif.gz,False,20
2YS9,A,A,70,0,2YS9.cif.gz,False,20
2DA1,A,A,70,0,2DA1.cif.gz,False,20
2M8G,A,X,70,0,2M8G.cif.gz,False,20
2K53,A,A,70,0,2K53.cif.gz,False,20
4XDX,A,A,70,0,4XDX.cif.gz,False,1
4XYP,A,A,70,0,4XYP.cif.gz,False,1
2LLV,A,A,71,0,2LLV.cif.gz,False,21
2KL7,A,A,71,0,2KL7.cif.gz,False,20
1F0M,A,A,71,0,1F0M.cif.gz,False,1
1GH9,A,A,71,0,1GH9.cif.gz,False,20
2KVT,A,A,71,0,2KVT.cif.gz,False,20
4FI5,A,A,71,0,4FI5.cif.gz,False,1
2LTP,A,A,71,0,2LTP.cif.gz,False,20
2LLW,A,A,71,0,2LLW.cif.gz,False,21
1AH9,A,A,71,0,1AH9.cif.gz,False,19
2E70,A,A,71,0,2E70.cif.gz,False,20
2LT4,A,A,71,0,2LT4.cif.gz,False,20
2KQX,A,A,71,0,2KQX.cif.gz,False,10
5O75,A,A,71,0,5O75.cif.gz,False,1
2GQI,A,A,71,0,2GQI.cif.gz,False,20
2DA7,A,A,71,0,2DA7.cif.gz,False,20
2DI0,A,A,71,0,2DI0.cif.gz,False,20
1NY4,A,A,71,0,1NY4.cif.gz,False,10
6E4N,A,A,71,0,6E4N.cif.gz,False,1
2LDI,A,A,71,0,2LDI.cif.gz,False,30
3VDJ,A,A,71,0,3VDJ.cif.gz,False,1
2KSK,A,A,71,0,2KSK.cif.gz,False,20
1VIG,A,A,71,0,1VIG.cif.gz,False,40
2LTF,A,A,71,0,2LTF.cif.gz,False,20
2LRS,A,A,71,0,2LRS.cif.gz,False,20
2CQJ,A,A,71,0,2CQJ.cif.gz,False,20
1ADZ,A,A,71,0,1ADZ.cif.gz,False,30
1G2S,A,A,71,0,1G2S.cif.gz,False,1
4NSM,A,A,71,0,4NSM.cif.gz,False,1
2L2N,A,A,71,0,2L2N.cif.gz,False,10
2EWT,A,A,71,0,2EWT.cif.gz,False,1
2AJ0,A,A,71,0,2AJ0.cif.gz,False,20
2DNU,A,A,71,0,2DNU.cif.gz,False,20
2M2E,A,A,71,0,2M2E.cif.gz,False,20
2KIS,A,A,71,0,2KIS.cif.gz,False,7
2M2J,A,A,71,0,2M2J.cif.gz,False,20
5GUA,A,A,71,0,5GUA.cif.gz,False,1
2B1U,A,A,71,0,2B1U.cif.gz,False,20
2LGW,A,A,71,0,2LGW.cif.gz,False,15
2B7V,A,A,71,0,2B7V.cif.gz,False,20
2JT1,A,A,71,0,2JT1.cif.gz,False,20
2CRE,A,A,71,0,2CRE.cif.gz,False,20
1BBI,A,A,71,0,1BBI.cif.gz,False,1
2RMR,A,A,71,0,2RMR.cif.gz,False,20
1WI3,A,A,71,0,1WI3.cif.gz,False,20
1DOL,A,A,71,0,1DOL.cif.gz,False,1
1BB8,A,A,71,0,1BB8.cif.gz,False,25
2EO2,A,A,71,0,2EO2.cif.gz,False,20
3ZBE,A,A,71,0,3ZBE.cif.gz,False,50
2HH3,A,A,71,0,2HH3.cif.gz,False,20
4ZMK,A,A,71,0,4ZMK.cif.gz,False,1
1POU,A,A,71,0,1POU.cif.gz,False,20
2JVE,A,A,71,0,2JVE.cif.gz,False,20
1WU0,A,A,72,0,1WU0.cif.gz,True,30
2JO1,A,A,72,0,2JO1.cif.gz,True,20
2CQQ,A,A,72,0,2CQQ.cif.gz,False,20
1JW2,A,A,72,0,1JW2.cif.gz,False,10
1WM3,A,A,72,0,1WM3.cif.gz,False,1
2DL8,A,A,72,0,2DL8.cif.gz,False,20
2VC8,A,A,72,0,2VC8.cif.gz,False,1
2MQH,A,A,72,0,2MQH.cif.gz,False,20
2MRL,A,A,72,0,2MRL.cif.gz,False,20
1NTN,A,A,72,0,1NTN.cif.gz,False,1
3UCI,A,A,72,0,3UCI.cif.gz,False,1
2JW4,A,A,72,0,2JW4.cif.gz,False,20
1AFI,A,A,72,0,1AFI.cif.gz,False,20
1AW0,A,A,72,0,1AW0.cif.gz,False,20
1FVQ,A,A,72,0,1FVQ.cif.gz,False,1
2JVG,A,A,72,0,2JVG.cif.gz,False,20
2CQX,A,A,72,0,2CQX.cif.gz,False,20
2L0A,A,A,72,0,2L0A.cif.gz,False,20
2J5O,A,A,72,0,2J5O.cif.gz,False,20
2KXE,A,A,72,0,2KXE.cif.gz,False,20
1LEA,A,A,72,0,1LEA.cif.gz,False,1
1EIJ,A,A,72,0,1EIJ.cif.gz,False,10
1SPK,A,A,72,0,1SPK.cif.gz,False,20
2JYE,A,A,72,0,2JYE.cif.gz,False,10
2LQT,A,A,72,0,2LQT.cif.gz,False,20
6E4J,A,A,72,0,6E4J.cif.gz,False,20
3ADG,A,A,72,0,3ADG.cif.gz,False,1
1WI9,A,A,72,0,1WI9.cif.gz,False,20
4XOF,A,A,72,0,4XOF.cif.gz,False,1
2MB7,A,A,72,0,2MB7.cif.gz,False,20
1PM6,A,A,72,0,1PM6.cif.gz,False,20
2KGT,A,A,72,0,2KGT.cif.gz,False,20
2K7C,A,A,72,0,2K7C.cif.gz,False,15
2K6X,A,A,72,0,2K6X.cif.gz,False,20
1PVE,A,A,72,0,1PVE.cif.gz,False,20
1UGV,A,A,72,0,1UGV.cif.gz,False,20
1B0X,A,A,72,0,1B0X.cif.gz,False,1
2CU7,A,A,72,0,2CU7.cif.gz,False,20
1Z7T,A,A,72,0,1Z7T.cif.gz,False,20
1UHS,A,A,72,0,1UHS.cif.gz,False,20
5XS1,A,A,73,0,5XS1.cif.gz,False,10
2K5E,A,A,73,0,2K5E.cif.gz,False,20
1M94,A,A,73,0,1M94.cif.gz,False,20
2LEK,A,A,73,0,2LEK.cif.gz,False,20
2L2D,A,A,73,0,2L2D.cif.gz,False,20
2EHF,A,A,73,0,2EHF.cif.gz,False,20
5ZNE,A,A,73,0,5ZNE.cif.gz,False,1
1MWY,A,A,73,0,1MWY.cif.gz,False,30
1FES,A,A,73,0,1FES.cif.gz,False,1
1EIG,A,A,73,0,1EIG.cif.gz,False,1
1VG5,A,A,73,0,1VG5.cif.gz,False,20
2ONT,A,A,73,0,2ONT.cif.gz,False,1
1QKF,A,A,73,0,1QKF.cif.gz,False,1
1UJ8,A,A,73,0,1UJ8.cif.gz,False,1
2KMM,A,A,73,0,2KMM.cif.gz,False,20
5M4T,A,A,73,0,5M4T.cif.gz,True,35
5KTF,A,A,73,0,5KTF.cif.gz,True,20
2GCF,A,A,73,0,2GCF.cif.gz,False,21
6CQ7,A,A,73,0,6CQ7.cif.gz,False,1
1X2N,A,A,73,0,1X2N.cif.gz,False,20
2K47,A,A,73,0,2K47.cif.gz,False,20
1WGX,A,A,73,0,1WGX.cif.gz,False,20
1GXI,A,E,73,0,1GXI.cif.gz,False,14
1KN6,A,A,73,0,1KN6.cif.gz,False,20
1WIV,A,A,73,0,1WIV.cif.gz,False,20
2DK7,A,A,73,0,2DK7.cif.gz,False,20
1LR7,A,A,73,0,1LR7.cif.gz,False,1
2EBP,A,A,73,0,2EBP.cif.gz,False,20
1BO9,A,A,73,0,1BO9.cif.gz,False,21
3ZHI,A,A,73,0,3ZHI.cif.gz,False,1
4BKG,A,A,73,0,4BKG.cif.gz,False,1
2JV8,A,A,73,0,2JV8.cif.gz,False,20
2KLD,A,A,73,0,2KLD.cif.gz,False,10
1CMF,A,A,73,0,1CMF.cif.gz,False,20
5OAO,A,A,73,0,5OAO.cif.gz,False,20
1AP0,A,A,73,0,1AP0.cif.gz,False,26
1P8G,A,A,73,0,1P8G.cif.gz,False,30
2B7T,A,A,73,0,2B7T.cif.gz,False,20
2KFV,A,A,73,0,2KFV.cif.gz,False,20
2CQR,A,A,73,0,2CQR.cif.gz,False,20
1U5M,A,A,73,0,1U5M.cif.gz,False,20
1RJT,A,A,73,0,1RJT.cif.gz,False,10
1HMA,A,A,73,0,1HMA.cif.gz,False,20
1X59,A,A,73,0,1X59.cif.gz,False,20
2RTS,A,A,73,0,2RTS.cif.gz,False,30
2MC5,A,A,73,0,2MC5.cif.gz,False,1
2GLE,A,A,74,0,2GLE.cif.gz,False,20
1KJS,A,A,74,0,1KJS.cif.gz,False,20
3ZZP,A,A,74,0,3ZZP.cif.gz,False,1
2LY9,A,A,74,0,2LY9.cif.gz,False,20
2EQU,A,A,74,0,2EQU.cif.gz,False,20
2EXD,A,A,74,0,2EXD.cif.gz,False,20
1WFW,A,A,74,0,1WFW.cif.gz,False,20
2M0Y,A,A,74,0,2M0Y.cif.gz,False,20
2F40,A,A,74,0,2F40.cif.gz,False,10
1J3T,A,A,74,0,1J3T.cif.gz,False,20
2DAG,A,A,74,0,2DAG.cif.gz,False,20
1EL0,A,A,74,0,1EL0.cif.gz,False,30
1TH5,A,A,74,0,1TH5.cif.gz,False,20
2LMG,A,A,74,0,2LMG.cif.gz,False,20
2MPK,A,A,74,0,2MPK.cif.gz,False,20
6BA3,A,A,74,0,6BA3.cif.gz,False,20
1HOE,A,A,74,0,1HOE.cif.gz,False,1
2RRE,A,A,74,0,2RRE.cif.gz,False,20
2YRA,A,A,74,0,2YRA.cif.gz,False,20
2L7R,A,A,74,0,2L7R.cif.gz,False,20
2CGQ,A,A,74,0,2CGQ.cif.gz,False,1
2D9U,A,A,74,0,2D9U.cif.gz,False,20
1APJ,A,A,74,0,1APJ.cif.gz,False,21
1K9C,A,A,74,0,1K9C.cif.gz,False,20
1X8Y,A,A,74,0,1X8Y.cif.gz,False,1
2KRS,A,A,74,0,2KRS.cif.gz,False,20
2JRO,A,A,74,0,2JRO.cif.gz,False,20
2KHR,A,A,74,0,2KHR.cif.gz,False,20
1WVN,A,A,74,0,1WVN.cif.gz,False,1
2K52,A,A,74,0,2K52.cif.gz,False,20
2L03,A,A,74,0,2L03.cif.gz,False,20
2KCM,A,A,74,0,2KCM.cif.gz,False,20
2OSQ,A,A,74,0,2OSQ.cif.gz,False,20
1VEJ,A,A,74,0,1VEJ.cif.gz,False,20
2K5N,A,A,74,0,2K5N.cif.gz,False,20
2KTA,A,A,74,0,2KTA.cif.gz,False,20
1NEQ,A,A,74,0,1NEQ.cif.gz,False,1
1YWY,A,A,74,0,1YWY.cif.gz,False,20
2AKK,A,A,74,0,2AKK.cif.gz,False,20
1BCG,A,A,74,0,1BCG.cif.gz,False,1
2N11,A,A,74,0,2N11.cif.gz,False,20
1O6W,A,A,75,0,1O6W.cif.gz,False,7
6H0I,A,A,75,0,6H0I.cif.gz,False,20
1KSQ,A,A,75,0,1KSQ.cif.gz,False,20
1YJR,A,A,75,0,1YJR.cif.gz,False,30
1ZVA,A,A,75,0,1ZVA.cif.gz,False,1
2DA5,A,A,75,0,2DA5.cif.gz,False,20
1SG7,A,A,75,0,1SG7.cif.gz,False,17
2DAE,A,A,75,0,2DAE.cif.gz,False,20
3E56,A,A,75,0,3E56.cif.gz,False,1
1IQT,A,A,75,0,1IQT.cif.gz,False,20
1TVS,A,A,75,0,1TVS.cif.gz,False,8
6HKC,A,A,75,0,6HKC.cif.gz,False,20
2M0C,A,A,75,0,2M0C.cif.gz,False,20
2MBE,A,A,75,0,2MBE.cif.gz,False,8
2H3J,A,A,75,0,2H3J.cif.gz,False,20
2GMO,A,A,75,0,2GMO.cif.gz,False,10
2LN8,A,A,75,0,2LN8.cif.gz,False,10
1GHC,A,A,75,0,1GHC.cif.gz,False,14
2MSS,A,A,75,0,2MSS.cif.gz,False,1
1KN7,A,A,75,0,1KN7.cif.gz,False,25
5NOD,A,A,75,0,5NOD.cif.gz,False,1
2YUM,A,A,75,0,2YUM.cif.gz,False,20
2EGC,A,A,75,0,2EGC.cif.gz,False,20
2KSD,A,A,75,0,2KSD.cif.gz,True,20
1HYP,A,A,75,0,1HYP.cif.gz,False,1
2JXW,A,A,75,0,2JXW.cif.gz,False,20
2JTO,A,A,75,0,2JTO.cif.gz,False,20
2HJ8,A,A,75,0,2HJ8.cif.gz,False,20
2MA1,A,A,75,0,2MA1.cif.gz,False,1
2V6Z,A,M,75,0,2V6Z.cif.gz,False,20
2LT1,A,A,75,0,2LT1.cif.gz,False,20
2G0C,A,A,75,0,2G0C.cif.gz,False,1
2M4G,A,A,75,0,2M4G.cif.gz,False,20
2LYH,A,A,75,0,2LYH.cif.gz,False,20
3T46,A,A,75,0,3T46.cif.gz,False,1
2O2O,A,A,75,0,2O2O.cif.gz,False,27
2MYX,A,A,75,0,2MYX.cif.gz,False,20
6HQ1,A,A,75,0,6HQ1.cif.gz,False,20
2EGE,A,A,75,0,2EGE.cif.gz,False,20
1HD0,A,A,75,0,1HD0.cif.gz,False,1
1D9N,A,A,75,0,1D9N.cif.gz,False,25
2KVU,A,A,75,0,2KVU.cif.gz,False,20
2GCX,A,A,75,0,2GCX.cif.gz,False,20
2LCC,A,A,76,0,2LCC.cif.gz,False,20
2ECC,A,A,76,0,2ECC.cif.gz,False,20
1TNS,A,A,76,0,1TNS.cif.gz,False,1
1VAZ,A,A,76,0,1VAZ.cif.gz,False,10
2N6R,A,A,76,0,2N6R.cif.gz,False,20
2KT8,A,A,76,0,2KT8.cif.gz,False,20
2N7Y,A,A,76,0,2N7Y.cif.gz,False,20
2GYT,A,A,76,0,2GYT.cif.gz,False,10
1UVG,A,A,76,0,1UVG.cif.gz,False,31
2N8F,A,A,76,0,2N8F.cif.gz,False,20
1TIF,A,A,76,0,1TIF.cif.gz,False,1
2EPD,A,A,76,0,2EPD.cif.gz,False,20
1RRB,A,A,76,0,1RRB.cif.gz,False,1
1QGP,A,A,76,0,1QGP.cif.gz,False,15
2ED1,A,A,76,0,2ED1.cif.gz,False,20
1ZHC,A,A,76,0,1ZHC.cif.gz,False,20
1UJY,A,A,76,0,1UJY.cif.gz,False,20
1ADR,A,A,76,0,1ADR.cif.gz,False,20
2N8K,A,A,76,0,2N8K.cif.gz,False,20
1ACI,A,A,76,0,1ACI.cif.gz,False,20
2R13,A,A,76,0,2R13.cif.gz,False,1
6I05,A,A,76,0,6I05.cif.gz,False,1
2AL3,A,A,76,0,2AL3.cif.gz,False,20
1C01,A,A,76,0,1C01.cif.gz,False,20
5MWW,A,A,76,0,5MWW.cif.gz,False,20
2KZ0,A,A,76,0,2KZ0.cif.gz,False,20
2L7K,A,A,76,0,2L7K.cif.gz,False,20
1VZS,A,A,76,0,1VZS.cif.gz,False,34
1BOC,A,A,76,0,1BOC.cif.gz,False,29
2LXR,A,A,76,0,2LXR.cif.gz,False,20
5IX9,A,A,76,0,5IX9.cif.gz,False,20
1OPZ,A,A,76,0,1OPZ.cif.gz,False,1
2PMR,A,A,76,0,2PMR.cif.gz,False,1
1H75,A,A,76,0,1H75.cif.gz,False,1
2K9L,A,A,76,0,2K9L.cif.gz,False,20
1DNY,A,A,76,0,1DNY.cif.gz,False,21
2DN0,A,A,76,0,2DN0.cif.gz,False,20
1SRO,A,A,76,0,1SRO.cif.gz,False,20
2N99,A,A,76,0,2N99.cif.gz,False,20
2JUB,A,A,76,0,2JUB.cif.gz,False,20
5L7B,A,A,76,0,5L7B.cif.gz,False,20
1DU2,A,A,76,0,1DU2.cif.gz,False,20
1L2N,A,A,76,0,1L2N.cif.gz,False,20
3B7H,A,A,76,0,3B7H.cif.gz,False,1
1WCL,A,A,76,0,1WCL.cif.gz,False,19
2JV2,A,A,76,0,2JV2.cif.gz,False,22
2OO2,A,A,76,0,2OO2.cif.gz,False,1
2DK4,A,A,76,0,2DK4.cif.gz,False,20
2DW3,A,A,77,0,2DW3.cif.gz,True,7
1Y3K,A,A,77,0,1Y3K.cif.gz,False,20
1HME,A,A,77,0,1HME.cif.gz,False,1
1EIK,A,A,77,0,1EIK.cif.gz,False,10
2WYQ,A,A,77,0,2WYQ.cif.gz,False,1
2MP1,A,A,77,0,2MP1.cif.gz,False,20
2KVI,A,A,77,0,2KVI.cif.gz,False,20
2JMC,A,A,77,0,2JMC.cif.gz,False,20
1VCC,A,A,77,0,1VCC.cif.gz,False,1
1G91,A,A,77,0,1G91.cif.gz,False,30
5KVR,A,A,77,0,5KVR.cif.gz,False,1
2MLG,A,A,77,0,2MLG.cif.gz,False,20
1ITP,A,A,77,0,1ITP.cif.gz,False,20
2KDB,A,A,77,0,2KDB.cif.gz,False,20
1RI9,A,A,77,0,1RI9.cif.gz,False,20
2MCQ,A,A,77,0,2MCQ.cif.gz,False,10
1AWJ,A,A,77,0,1AWJ.cif.gz,False,1
2ENM,A,A,77,0,2ENM.cif.gz,False,20
1ILO,A,A,77,0,1ILO.cif.gz,False,21
2GUT,A,A,77,0,2GUT.cif.gz,False,15
2G9O,A,A,77,0,2G9O.cif.gz,False,30
1Z0P,A,A,77,0,1Z0P.cif.gz,False,1
1YXR,A,A,77,0,1YXR.cif.gz,False,20
1B2T,A,A,77,0,1B2T.cif.gz,False,20
5UTV,A,A,77,0,5UTV.cif.gz,False,20
5X4F,A,A,77,0,5X4F.cif.gz,False,10
2JNG,A,A,77,0,2JNG.cif.gz,False,20
2CQN,A,A,77,0,2CQN.cif.gz,False,20
1EO0,A,A,77,0,1EO0.cif.gz,False,10
1HDJ,A,A,77,0,1HDJ.cif.gz,False,20
2LVI,A,A,77,0,2LVI.cif.gz,False,20
1PQS,A,A,77,0,1PQS.cif.gz,False,20
2M8U,A,A,77,0,2M8U.cif.gz,False,20
2MQJ,A,A,77,0,2MQJ.cif.gz,False,20
1UTA,A,A,77,0,1UTA.cif.gz,False,45
1BQZ,A,A,77,0,1BQZ.cif.gz,False,20
1BQ0,A,A,77,0,1BQ0.cif.gz,False,20
2JZ6,A,A,77,0,2JZ6.cif.gz,False,20
2JVO,A,A,77,0,2JVO.cif.gz,False,20
2K4R,A,A,77,0,2K4R.cif.gz,False,29
2DJP,A,A,77,0,2DJP.cif.gz,False,20
2D8J,A,A,77,0,2D8J.cif.gz,False,20
2B8I,A,A,77,0,2B8I.cif.gz,False,1
1EOQ,A,A,77,0,1EOQ.cif.gz,False,1
2MMP,A,A,77,0,2MMP.cif.gz,False,20
6BZL,A,A,77,0,6BZL.cif.gz,False,10
2JOJ,A,A,77,0,2JOJ.cif.gz,False,16
2RPA,A,A,77,0,2RPA.cif.gz,False,20
2HDL,A,A,77,0,2HDL.cif.gz,False,20
1F54,A,A,77,0,1F54.cif.gz,False,30
2KI2,A,A,77,0,2KI2.cif.gz,False,20
3JTZ,A,A,77,0,3JTZ.cif.gz,False,1
2KQ6,A,A,78,0,2KQ6.cif.gz,False,20
2KER,A,A,78,0,2KER.cif.gz,False,20
2FCD,A,A,78,0,2FCD.cif.gz,False,1
2NBU,A,A,78,0,2NBU.cif.gz,False,20
2LH9,A,A,78,0,2LH9.cif.gz,False,20
1NO8,A,A,78,0,1NO8.cif.gz,False,32
2MA4,A,A,78,0,2MA4.cif.gz,False,20
2ZEQ,A,A,78,0,2ZEQ.cif.gz,False,1
1RFA,A,A,78,0,1RFA.cif.gz,False,30
2EYW,A,A,78,0,2EYW.cif.gz,False,1
1XPV,A,A,78,0,1XPV.cif.gz,False,20
1T1H,A,A,78,0,1T1H.cif.gz,False,20
1PAV,A,A,78,0,1PAV.cif.gz,False,10
1K1Z,A,A,78,0,1K1Z.cif.gz,False,1
2JXX,A,A,78,0,2JXX.cif.gz,False,20
1IBA,A,A,78,0,1IBA.cif.gz,False,11
1X4O,A,A,78,0,1X4O.cif.gz,False,20
5H9C,A,A,78,0,5H9C.cif.gz,False,1
2J8B,A,A,78,0,2J8B.cif.gz,False,1
2DNT,A,A,78,0,2DNT.cif.gz,False,20
2GTG,A,A,78,0,2GTG.cif.gz,False,1
2LRW,A,A,78,0,2LRW.cif.gz,False,20
5MPV,A,D,78,0,5MPV.cif.gz,False,1
2KEB,A,A,78,0,2KEB.cif.gz,False,20
2CTP,A,A,78,0,2CTP.cif.gz,False,20
1JQ0,A,A,78,0,1JQ0.cif.gz,False,1
2KVV,A,A,78,0,2KVV.cif.gz,False,20
2D9T,A,A,78,0,2D9T.cif.gz,False,20
1UHM,A,A,78,0,1UHM.cif.gz,False,20
1WH2,A,A,78,0,1WH2.cif.gz,False,20
1XN7,A,A,78,0,1XN7.cif.gz,False,20
2PTL,A,A,78,0,2PTL.cif.gz,False,21
2DL5,A,A,78,0,2DL5.cif.gz,False,20
6CUC,A,A,78,0,6CUC.cif.gz,False,20
2L3P,A,A,78,0,2L3P.cif.gz,False,20
2LHR,A,A,78,0,2LHR.cif.gz,False,20
1V38,A,A,78,0,1V38.cif.gz,False,20
1OQK,A,A,78,0,1OQK.cif.gz,False,22
2K5P,A,A,78,0,2K5P.cif.gz,False,20
6OZX,A,A,78,0,6OZX.cif.gz,False,1
1AOY,A,A,78,0,1AOY.cif.gz,False,23
2LW5,A,A,78,0,2LW5.cif.gz,False,20
2HGC,A,A,78,0,2HGC.cif.gz,False,20
2ED0,A,A,78,0,2ED0.cif.gz,False,20
2MRP,A,A,79,0,2MRP.cif.gz,False,10
2JR1,A,A,79,0,2JR1.cif.gz,False,20
2KHX,A,A,79,0,2KHX.cif.gz,False,10
6EXX,A,A,79,0,6EXX.cif.gz,False,1
2K02,A,A,79,0,2K02.cif.gz,False,20
1P9K,A,A,79,0,1P9K.cif.gz,False,20
1O8T,A,A,79,0,1O8T.cif.gz,False,68
1X69,A,A,79,0,1X69.cif.gz,False,20
1KVI,A,A,79,0,1KVI.cif.gz,False,10
2N50,A,A,79,0,2N50.cif.gz,False,20
3K3V,A,A,79,0,3K3V.cif.gz,False,1
6SX1,A,A,79,0,6SX1.cif.gz,False,1
3W63,A,A,79,0,3W63.cif.gz,False,1
2YUN,A,A,79,0,2YUN.cif.gz,False,20
2DJV,A,A,79,0,2DJV.cif.gz,False,20
2JMB,A,A,79,0,2JMB.cif.gz,False,20
4KMC,A,A,79,0,4KMC.cif.gz,False,1
1X6B,A,A,79,0,1X6B.cif.gz,False,20
2YUS,A,A,79,0,2YUS.cif.gz,False,20
1X3U,A,A,79,0,1X3U.cif.gz,False,20
2KP6,A,A,79,0,2KP6.cif.gz,False,20
2JPN,A,A,79,0,2JPN.cif.gz,False,20
2JOR,A,A,79,0,2JOR.cif.gz,False,20
6NL3,A,A,79,0,6NL3.cif.gz,False,20
2MYW,A,A,79,0,2MYW.cif.gz,False,20
1KP6,A,A,79,0,1KP6.cif.gz,False,1
1WVO,A,A,79,0,1WVO.cif.gz,False,20
2CUD,A,A,79,0,2CUD.cif.gz,False,20
4MO0,A,A,79,0,4MO0.cif.gz,False,1
1X60,A,A,79,0,1X60.cif.gz,False,30
3DKM,A,A,79,0,3DKM.cif.gz,False,1
2YTV,A,A,79,0,2YTV.cif.gz,False,20
5G4D,A,A,79,0,5G4D.cif.gz,False,1
2FI0,A,A,79,0,2FI0.cif.gz,False,1
2BZ2,A,A,79,0,2BZ2.cif.gz,False,20
2HH2,A,A,79,0,2HH2.cif.gz,False,20
1FAF,A,A,79,0,1FAF.cif.gz,False,47
1A91,A,A,79,0,1A91.cif.gz,True,10
1GHJ,A,A,79,0,1GHJ.cif.gz,False,1
2N5U,A,A,79,0,2N5U.cif.gz,False,20
1H95,A,A,79,0,1H95.cif.gz,False,10
1UHC,A,A,79,0,1UHC.cif.gz,False,20
2MYV,A,A,79,0,2MYV.cif.gz,False,20
2DA3,A,A,80,0,2DA3.cif.gz,False,20
2CR7,A,A,80,0,2CR7.cif.gz,False,20
2DMQ,A,A,80,0,2DMQ.cif.gz,False,20
5W0H,A,A,80,0,5W0H.cif.gz,False,1
2K9P,A,A,80,0,2K9P.cif.gz,True,20
1USM,A,A,80,0,1USM.cif.gz,False,1
2KBQ,A,A,80,0,2KBQ.cif.gz,False,20
1BY9,A,A,80,0,1BY9.cif.gz,False,1
1WH5,A,A,80,0,1WH5.cif.gz,False,20
1QRY,A,A,80,0,1QRY.cif.gz,False,20
5TTB,A,A,80,0,5TTB.cif.gz,False,20
1IMT,A,A,80,0,1IMT.cif.gz,False,39
1LAB,A,A,80,0,1LAB.cif.gz,False,11
2I0N,A,A,80,0,2I0N.cif.gz,False,20
2M4V,A,A,80,0,2M4V.cif.gz,False,35
2KVS,A,A,80,0,2KVS.cif.gz,False,20
1X3O,A,A,80,0,1X3O.cif.gz,False,1
1M39,A,A,80,0,1M39.cif.gz,False,25
2EAM,A,A,80,0,2EAM.cif.gz,False,20
2D8H,A,A,80,0,2D8H.cif.gz,False,20
2EKH,A,A,80,0,2EKH.cif.gz,False,20
2LW6,A,A,80,0,2LW6.cif.gz,False,20
2A7Y,A,A,80,0,2A7Y.cif.gz,False,25
2L95,A,A,80,0,2L95.cif.gz,False,10
2Q79,A,A,80,0,2Q79.cif.gz,False,1
4AGH,A,A,80,0,4AGH.cif.gz,False,1
1VDL,A,A,80,0,1VDL.cif.gz,False,20
3B4D,A,A,80,0,3B4D.cif.gz,False,1
1TTN,A,A,80,0,1TTN.cif.gz,False,15
2DMT,A,A,80,0,2DMT.cif.gz,False,20
1UE9,A,A,80,0,1UE9.cif.gz,False,20
2LNB,A,A,80,0,2LNB.cif.gz,False,20
1ZZK,A,A,80,0,1ZZK.cif.gz,False,1
6H8I,A,A,80,0,6H8I.cif.gz,False,1
1U39,A,A,80,0,1U39.cif.gz,False,20
2JYA,A,A,80,0,2JYA.cif.gz,False,20
4CU2,A,A,80,0,4CU2.cif.gz,False,1
6FJ7,A,A,80,0,6FJ7.cif.gz,False,1
2FB7,A,A,80,0,2FB7.cif.gz,False,10
1ZZV,A,A,80,0,1ZZV.cif.gz,False,20
1B4R,A,A,80,0,1B4R.cif.gz,False,20
1JWW,A,A,80,0,1JWW.cif.gz,False,30
1XU6,A,A,80,0,1XU6.cif.gz,False,60
1XS3,A,A,80,0,1XS3.cif.gz,False,20
2JVR,A,A,80,0,2JVR.cif.gz,False,20
2JVM,A,A,80,0,2JVM.cif.gz,False,20
2K89,A,A,80,0,2K89.cif.gz,False,15
2CUE,A,A,80,0,2CUE.cif.gz,False,20
1DV5,A,A,80,0,1DV5.cif.gz,False,30
2KP7,A,A,80,0,2KP7.cif.gz,False,20
2ZQE,A,A,80,0,2ZQE.cif.gz,False,1
4A20,A,A,80,0,4A20.cif.gz,False,1
2DA4,A,A,80,0,2DA4.cif.gz,False,20
2N28,A,A,81,0,2N28.cif.gz,True,1
2M67,A,A,81,0,2M67.cif.gz,True,10
2ES6,A,A,81,0,2ES6.cif.gz,False,20
1LRE,A,A,81,0,1LRE.cif.gz,False,20
2LRA,A,A,81,0,2LRA.cif.gz,False,10
5N9V,A,A,81,0,5N9V.cif.gz,False,20
4F25,A,A,81,0,4F25.cif.gz,False,1
1COO,A,A,81,0,1COO.cif.gz,False,1
2MX2,A,A,81,0,2MX2.cif.gz,False,20
2LOL,A,A,81,0,2LOL.cif.gz,False,10
1GJX,A,A,81,0,1GJX.cif.gz,False,18
5ZMB,A,A,81,0,5ZMB.cif.gz,False,20
1MUZ,A,A,81,0,1MUZ.cif.gz,False,20
1M7K,A,A,81,0,1M7K.cif.gz,False,20
6IW3,A,A,81,0,6IW3.cif.gz,False,1
1RIP,A,A,81,0,1RIP.cif.gz,False,6
